order_item_id,order_id,product_id,quantity,unit_price,discount_pct
20936,10436,46,1,4545,0
20937,10437,3,2,4682,5
20938,10438,10,3,4819,10
20939,10439,17,4,4956,15
20940,10440,24,5,5093,20
20941,10441,31,1,5230,0
20942,10442,38,2,5367,5
20943,10443,45,3,5504,10
20944,10444,2,4,5641,15
20945,10445,9,5,5778,20
20946,10446,16,1,5915,0
20947,10447,23,2,6052,5
20948,10448,30,3,6189,10
20949,10449,37,4,6326,15
20950,10450,44,5,6463,20
20951,10451,1,1,6600,0
20952,10452,8,2,537,5
20953,10453,15,3,674,10
20954,10454,22,4,811,15
20955,10455,29,5,948,20
20956,10456,36,1,1085,0
20957,10457,43,2,1222,5
20958,10458,50,3,1359,10
20959,10459,7,4,1496,15
20960,10460,14,5,1633,20
20961,10461,21,1,1770,0
20962,10462,28,2,1907,5
20963,10463,35,3,2044,10
20964,10464,42,4,2181,15
20965,10465,49,5,2318,20
20966,10466,6,1,2455,0
20967,10467,13,2,2592,5
20968,10468,20,3,2729,10
20969,10469,27,4,2866,15
20970,10470,34,5,3003,20
20971,10471,41,1,3140,0
20972,10472,48,2,3277,5
20973,10473,5,3,3414,10
20974,10474,12,4,3551,15
20975,10475,19,5,3688,20
20976,10476,26,1,3825,0
20977,10477,33,2,3962,5
20978,10478,40,3,4099,10
20979,10479,47,4,4236,15
20980,10480,4,5,4373,20
20981,10481,11,1,4510,0
20982,10482,18,2,4647,5
20983,10483,25,3,4784,10
20984,10484,32,4,4921,15
20985,10485,39,5,5058,20
20986,10486,46,1,5195,0
20987,10487,3,2,5332,5
20988,10488,10,3,5469,10
20989,10489,17,4,5606,15
20990,10490,24,5,5743,20
20991,10491,31,1,5880,0
20992,10492,38,2,6017,5
20993,10493,45,3,6154,10
20994,10494,2,4,6291,15
20995,10495,9,5,6428,20
20996,10496,16,1,6565,0
20997,10497,23,2,502,5
20998,10498,30,3,639,10
20999,10499,37,4,776,15
21000,10500,44,5,913,20
21001,10001,1,1,1050,0
21002,10002,8,2,1187,5
21003,10003,15,3,1324,10
21004,10004,22,4,1461,15
21005,10005,29,5,1598,20
21006,10006,36,1,1735,0
21007,10007,43,2,1872,5
21008,10008,50,3,2009,10
21009,10009,7,4,2146,15
21010,10010,14,5,2283,20
21011,10011,21,1,2420,0
21012,10012,28,2,2557,5
21013,10013,35,3,2694,10
21014,10014,42,4,2831,15
21015,10015,49,5,2968,20
21016,10016,6,1,3105,0
21017,10017,13,2,3242,5
21018,10018,20,3,3379,10
21019,10019,27,4,3516,15
21020,10020,34,5,3653,20
21021,10021,41,1,3790,0
21022,10022,48,2,3927,5
21023,10023,5,3,4064,10
21024,10024,12,4,4201,15
21025,10025,19,5,4338,20
21026,10026,26,1,4475,0
21027,10027,33,2,4612,5
21028,10028,40,3,4749,10
21029,10029,47,4,4886,15
21030,10030,4,5,5023,20
21031,10031,11,1,5160,0
21032,10032,18,2,5297,5
21033,10033,25,3,5434,10
21034,10034,32,4,5571,15
21035,10035,39,5,5708,20
21036,10036,46,1,5845,0
21037,10037,3,2,5982,5
21038,10038,10,3,6119,10
21039,10039,17,4,6256,15
21040,10040,24,5,6393,20
21041,10041,31,1,6530,0
21042,10042,38,2,467,5
21043,10043,45,3,604,10
21044,10044,2,4,741,15
21045,10045,9,5,878,20
21046,10046,16,1,1015,0
21047,10047,23,2,1152,5
21048,10048,30,3,1289,10
21049,10049,37,4,1426,15
21050,10050,44,5,1563,20
21051,10051,1,1,1700,0
21052,10052,8,2,1837,5
21053,10053,15,3,1974,10
21054,10054,22,4,2111,15
21055,10055,29,5,2248,20
21056,10056,36,1,2385,0
21057,10057,43,2,2522,5
21058,10058,50,3,2659,10
21059,10059,7,4,2796,15
21060,10060,14,5,2933,20
21061,10061,21,1,3070,0
21062,10062,28,2,3207,5
21063,10063,35,3,3344,10
21064,10064,42,4,3481,15
21065,10065,49,5,3618,20
21066,10066,6,1,3755,0
21067,10067,13,2,3892,5
21068,10068,20,3,4029,10
21069,10069,27,4,4166,15
21070,10070,34,5,4303,20
21071,10071,41,1,4440,0
21072,10072,48,2,4577,5
21073,10073,5,3,4714,10
21074,10074,12,4,4851,15
21075,10075,19,5,4988,20
21076,10076,26,1,5125,0
21077,10077,33,2,5262,5
21078,10078,40,3,5399,10
21079,10079,47,4,5536,15
21080,10080,4,5,5673,20
21081,10081,11,1,5810,0
21082,10082,18,2,5947,5
21083,10083,25,3,6084,10
21084,10084,32,4,6221,15
21085,10085,39,5,6358,20
21086,10086,46,1,6495,0
21087,10087,3,2,6632,5
21088,10088,10,3,569,10
21089,10089,17,4,706,15
21090,10090,24,5,843,20
21091,10091,31,1,980,0
21092,10092,38,2,1117,5
21093,10093,45,3,1254,10
21094,10094,2,4,1391,15
21095,10095,9,5,1528,20
21096,10096,16,1,1665,0
21097,10097,23,2,1802,5
21098,10098,30,3,1939,10
21099,10099,37,4,2076,15
21100,10100,44,5,2213,20
21101,10101,1,1,2350,0
21102,10102,8,2,2487,5
21103,10103,15,3,2624,10
21104,10104,22,4,2761,15
21105,10105,29,5,2898,20
21106,10106,36,1,3035,0
21107,10107,43,2,3172,5
21108,10108,50,3,3309,10
21109,10109,7,4,3446,15
21110,10110,14,5,3583,20
21111,10111,21,1,3720,0
21112,10112,28,2,3857,5
21113,10113,35,3,3994,10
21114,10114,42,4,4131,15
21115,10115,49,5,4268,20
21116,10116,6,1,4405,0
21117,10117,13,2,4542,5
21118,10118,20,3,4679,10
21119,10119,27,4,4816,15
21120,10120,34,5,4953,20
21121,10121,41,1,5090,0
21122,10122,48,2,5227,5
21123,10123,5,3,5364,10
21124,10124,12,4,5501,15
21125,10125,19,5,5638,20
21126,10126,26,1,5775,0
21127,10127,33,2,5912,5
21128,10128,40,3,6049,10
21129,10129,47,4,6186,15
21130,10130,4,5,6323,20
21131,10131,11,1,6460,0
21132,10132,18,2,6597,5
21133,10133,25,3,534,10
21134,10134,32,4,671,15
21135,10135,39,5,808,20
21136,10136,46,1,945,0
21137,10137,3,2,1082,5
21138,10138,10,3,1219,10
21139,10139,17,4,1356,15
21140,10140,24,5,1493,20
21141,10141,31,1,1630,0
21142,10142,38,2,1767,5
21143,10143,45,3,1904,10
21144,10144,2,4,2041,15
21145,10145,9,5,2178,20
21146,10146,16,1,2315,0
21147,10147,23,2,2452,5
21148,10148,30,3,2589,10
21149,10149,37,4,2726,15
21150,10150,44,5,2863,20
21151,10151,1,1,3000,0
21152,10152,8,2,3137,5
21153,10153,15,3,3274,10
21154,10154,22,4,3411,15
21155,10155,29,5,3548,20
21156,10156,36,1,3685,0
21157,10157,43,2,3822,5
21158,10158,50,3,3959,10
21159,10159,7,4,4096,15
21160,10160,14,5,4233,20
21161,10161,21,1,4370,0
21162,10162,28,2,4507,5
21163,10163,35,3,4644,10
21164,10164,42,4,4781,15
21165,10165,49,5,4918,20
21166,10166,6,1,5055,0
21167,10167,13,2,5192,5
21168,10168,20,3,5329,10
21169,10169,27,4,5466,15
21170,10170,34,5,5603,20
21171,10171,41,1,5740,0
21172,10172,48,2,5877,5
21173,10173,5,3,6014,10
21174,10174,12,4,6151,15
21175,10175,19,5,6288,20
21176,10176,26,1,6425,0
21177,10177,33,2,6562,5
21178,10178,40,3,499,10
21179,10179,47,4,636,15
21180,10180,4,5,773,20
21181,10181,11,1,910,0
21182,10182,18,2,1047,5
21183,10183,25,3,1184,10
21184,10184,32,4,1321,15
21185,10185,39,5,1458,20
21186,10186,46,1,1595,0
21187,10187,3,2,1732,5
21188,10188,10,3,1869,10
21189,10189,17,4,2006,15
21190,10190,24,5,2143,20
21191,10191,31,1,2280,0
21192,10192,38,2,2417,5
21193,10193,45,3,2554,10
21194,10194,2,4,2691,15
21195,10195,9,5,2828,20
21196,10196,16,1,2965,0
21197,10197,23,2,3102,5
21198,10198,30,3,3239,10
21199,10199,37,4,3376,15
21200,10200,44,5,3513,20
21201,10201,1,1,3650,0
21202,10202,8,2,3787,5
21203,10203,15,3,3924,10
21204,10204,22,4,4061,15
21205,10205,29,5,4198,20
21206,10206,36,1,4335,0
21207,10207,43,2,4472,5
21208,10208,50,3,4609,10
21209,10209,7,4,4746,15
21210,10210,14,5,4883,20
21211,10211,21,1,5020,0
21212,10212,28,2,5157,5
21213,10213,35,3,5294,10
21214,10214,42,4,5431,15
21215,10215,49,5,5568,20
21216,10216,6,1,5705,0
21217,10217,13,2,5842,5
21218,10218,20,3,5979,10
21219,10219,27,4,6116,15
21220,10220,34,5,6253,20
21221,10221,41,1,6390,0
21222,10222,48,2,6527,5
21223,10223,5,3,464,10
21224,10224,12,4,601,15
21225,10225,19,5,738,20
21226,10226,26,1,875,0
21227,10227,33,2,1012,5
21228,10228,40,3,1149,10
21229,10229,47,4,1286,15
21230,10230,4,5,1423,20
21231,10231,11,1,1560,0
21232,10232,18,2,1697,5
21233,10233,25,3,1834,10
21234,10234,32,4,1971,15
21235,10235,39,5,2108,20
21236,10236,46,1,2245,0
21237,10237,3,2,2382,5
21238,10238,10,3,2519,10
21239,10239,17,4,2656,15
21240,10240,24,5,2793,20
21241,10241,31,1,2930,0
21242,10242,38,2,3067,5
21243,10243,45,3,3204,10
21244,10244,2,4,3341,15
21245,10245,9,5,3478,20
21246,10246,16,1,3615,0
21247,10247,23,2,3752,5
21248,10248,30,3,3889,10
21249,10249,37,4,4026,15
21250,10250,44,5,4163,20
21251,10251,1,1,4300,0
21252,10252,8,2,4437,5
21253,10253,15,3,4574,10
21254,10254,22,4,4711,15
21255,10255,29,5,4848,20
21256,10256,36,1,4985,0
21257,10257,43,2,5122,5
21258,10258,50,3,5259,10
21259,10259,7,4,5396,15
21260,10260,14,5,5533,20
21261,10261,21,1,5670,0
21262,10262,28,2,5807,5
21263,10263,35,3,5944,10
21264,10264,42,4,6081,15
21265,10265,49,5,6218,20
21266,10266,6,1,6355,0
21267,10267,13,2,6492,5
21268,10268,20,3,6629,10
21269,10269,27,4,566,15
21270,10270,34,5,703,20
21271,10271,41,1,840,0
21272,10272,48,2,977,5
21273,10273,5,3,1114,10
21274,10274,12,4,1251,15
21275,10275,19,5,1388,20
21276,10276,26,1,1525,0
21277,10277,33,2,1662,5
21278,10278,40,3,1799,10
21279,10279,47,4,1936,15
21280,10280,4,5,2073,20
21281,10281,11,1,2210,0
21282,10282,18,2,2347,5
21283,10283,25,3,2484,10
21284,10284,32,4,2621,15
21285,10285,39,5,2758,20
21286,10286,46,1,2895,0
21287,10287,3,2,3032,5
21288,10288,10,3,3169,10
21289,10289,17,4,3306,15
21290,10290,24,5,3443,20
21291,10291,31,1,3580,0
21292,10292,38,2,3717,5
21293,10293,45,3,3854,10
21294,10294,2,4,3991,15
21295,10295,9,5,4128,20
21296,10296,16,1,4265,0
21297,10297,23,2,4402,5
21298,10298,30,3,4539,10
21299,10299,37,4,4676,15
21300,10300,44,5,4813,20
21301,10301,1,1,4950,0
21302,10302,8,2,5087,5
21303,10303,15,3,5224,10
21304,10304,22,4,5361,15
21305,10305,29,5,5498,20
21306,10306,36,1,5635,0
21307,10307,43,2,5772,5
21308,10308,50,3,5909,10
21309,10309,7,4,6046,15
21310,10310,14,5,6183,20
21311,10311,21,1,6320,0
21312,10312,28,2,6457,5
21313,10313,35,3,6594,10
21314,10314,42,4,531,15
21315,10315,49,5,668,20
21316,10316,6,1,805,0
21317,10317,13,2,942,5
21318,10318,20,3,1079,10
21319,10319,27,4,1216,15
21320,10320,34,5,1353,20
21321,10321,41,1,1490,0
21322,10322,48,2,1627,5
21323,10323,5,3,1764,10
21324,10324,12,4,1901,15
21325,10325,19,5,2038,20
21326,10326,26,1,2175,0
21327,10327,33,2,2312,5
21328,10328,40,3,2449,10
21329,10329,47,4,2586,15
21330,10330,4,5,2723,20
21331,10331,11,1,2860,0
21332,10332,18,2,2997,5
21333,10333,25,3,3134,10
21334,10334,32,4,3271,15
21335,10335,39,5,3408,20
21336,10336,46,1,3545,0
21337,10337,3,2,3682,5
21338,10338,10,3,3819,10
21339,10339,17,4,3956,15
21340,10340,24,5,4093,20
21341,10341,31,1,4230,0
21342,10342,38,2,4367,5
21343,10343,45,3,4504,10
21344,10344,2,4,4641,15
21345,10345,9,5,4778,20
21346,10346,16,1,4915,0
21347,10347,23,2,5052,5
21348,10348,30,3,5189,10
21349,10349,37,4,5326,15
21350,10350,44,5,5463,20
21351,10351,1,1,5600,0
21352,10352,8,2,5737,5
21353,10353,15,3,5874,10
21354,10354,22,4,6011,15
21355,10355,29,5,6148,20
21356,10356,36,1,6285,0
21357,10357,43,2,6422,5
21358,10358,50,3,6559,10
21359,10359,7,4,496,15
21360,10360,14,5,633,20
21361,10361,21,1,770,0
21362,10362,28,2,907,5
21363,10363,35,3,1044,10
21364,10364,42,4,1181,15
21365,10365,49,5,1318,20
21366,10366,6,1,1455,0
21367,10367,13,2,1592,5
21368,10368,20,3,1729,10
21369,10369,27,4,1866,15
21370,10370,34,5,2003,20
21371,10371,41,1,2140,0
21372,10372,48,2,2277,5
21373,10373,5,3,2414,10
21374,10374,12,4,2551,15
21375,10375,19,5,2688,20
21376,10376,26,1,2825,0
21377,10377,33,2,2962,5
21378,10378,40,3,3099,10
21379,10379,47,4,3236,15
21380,10380,4,5,3373,20
21381,10381,11,1,3510,0
21382,10382,18,2,3647,5
21383,10383,25,3,3784,10
21384,10384,32,4,3921,15
21385,10385,39,5,4058,20
21386,10386,46,1,4195,0
21387,10387,3,2,4332,5
21388,10388,10,3,4469,10
21389,10389,17,4,4606,15
21390,10390,24,5,4743,20
21391,10391,31,1,4880,0
21392,10392,38,2,5017,5
21393,10393,45,3,5154,10
21394,10394,2,4,5291,15
21395,10395,9,5,5428,20
21396,10396,16,1,5565,0
21397,10397,23,2,5702,5
21398,10398,30,3,5839,10
21399,10399,37,4,5976,15
21400,10400,44,5,6113,20
21401,10401,1,1,6250,0
21402,10402,8,2,6387,5
21403,10403,15,3,6524,10
21404,10404,22,4,461,15
21405,10405,29,5,598,20
21406,10406,36,1,735,0
21407,10407,43,2,872,5
21408,10408,50,3,1009,10
21409,10409,7,4,1146,15
21410,10410,14,5,1283,20
21411,10411,21,1,1420,0
21412,10412,28,2,1557,5
21413,10413,35,3,1694,10
21414,10414,42,4,1831,15
21415,10415,49,5,1968,20
21416,10416,6,1,2105,0
21417,10417,13,2,2242,5
21418,10418,20,3,2379,10
21419,10419,27,4,2516,15
21420,10420,34,5,2653,20
21421,10421,41,1,2790,0
21422,10422,48,2,2927,5
21423,10423,5,3,3064,10
21424,10424,12,4,3201,15
21425,10425,19,5,3338,20
21426,10426,26,1,3475,0
21427,10427,33,2,3612,5
21428,10428,40,3,3749,10
21429,10429,47,4,3886,15
21430,10430,4,5,4023,20
21431,10431,11,1,4160,0
21432,10432,18,2,4297,5
21433,10433,25,3,4434,10
21434,10434,32,4,4571,15
21435,10435,39,5,4708,20
21436,10436,46,1,4845,0
21437,10437,3,2,4982,5
21438,10438,10,3,5119,10
21439,10439,17,4,5256,15
21440,10440,24,5,5393,20
21441,10441,31,1,5530,0
21442,10442,38,2,5667,5
21443,10443,45,3,5804,10
21444,10444,2,4,5941,15
21445,10445,9,5,6078,20
21446,10446,16,1,6215,0
21447,10447,23,2,6352,5
21448,10448,30,3,6489,10
21449,10449,37,4,6626,15
21450,10450,44,5,563,20
21451,10451,1,1,700,0
21452,10452,8,2,837,5
21453,10453,15,3,974,10
21454,10454,22,4,1111,15
21455,10455,29,5,1248,20
21456,10456,36,1,1385,0
21457,10457,43,2,1522,5
21458,10458,50,3,1659,10
21459,10459,7,4,1796,15
21460,10460,14,5,1933,20
21461,10461,21,1,2070,0
21462,10462,28,2,2207,5
21463,10463,35,3,2344,10
21464,10464,42,4,2481,15
21465,10465,49,5,2618,20
21466,10466,6,1,2755,0
21467,10467,13,2,2892,5
21468,10468,20,3,3029,10
21469,10469,27,4,3166,15
21470,10470,34,5,3303,20
21471,10471,41,1,3440,0
21472,10472,48,2,3577,5
21473,10473,5,3,3714,10
21474,10474,12,4,3851,15
21475,10475,19,5,3988,20
21476,10476,26,1,4125,0
21477,10477,33,2,4262,5
21478,10478,40,3,4399,10
21479,10479,47,4,4536,15
21480,10480,4,5,4673,20
21481,10481,11,1,4810,0
21482,10482,18,2,4947,5
21483,10483,25,3,5084,10
21484,10484,32,4,5221,15
21485,10485,39,5,5358,20
21486,10486,46,1,5495,0
21487,10487,3,2,5632,5
21488,10488,10,3,5769,10
21489,10489,17,4,5906,15
21490,10490,24,5,6043,20
21491,10491,31,1,6180,0
21492,10492,38,2,6317,5
21493,10493,45,3,6454,10
21494,10494,2,4,6591,15
21495,10495,9,5,528,20
21496,10496,16,1,665,0
21497,10497,23,2,802,5
21498,10498,30,3,939,10
21499,10499,37,4,1076,15
21500,10500,44,5,1213,20
20026,10026,26,1,3875,0
23000,10031,11,0,4560,0
23001,10041,31,1,5930,125
23002,99999,1,1,1100,0
23003,10061,999,1,2470,0
